"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2002","Jarrod Washburn","Angels","18","6","0","32","32","206.0","6.07","2.58","0.83",".259","77.8 %","31.4 %","6.0 %","3.15","3.71","4.65","4.4","40"
"2003","Mark Mulder","Athletics","15","9","0","26","26","186.2","6.17","1.93","0.72",".294","77.6 %","55.7 %","10.6 %","3.13","3.38","3.44","4.4","932"
"2006","Greg Maddux","- - -","15","14","0","34","34","210.0","5.01","1.59","0.86",".289","64.5 %","50.7 %","10.4 %","4.20","3.80","3.85","4.4","104"
"2002","Chuck Finley","- - -","11","15","0","32","32","190.2","8.21","3.68","0.61",".313","67.7 %","50.4 %","8.4 %","4.15","3.27","3.50","4.4","384"
"2003","Kerry Wood","Cubs","14","11","0","32","32","211.0","11.35","4.27","1.02",".269","81.9 %","41.5 %","13.2 %","3.20","3.71","3.49","4.3","304"
"2000","Aaron Sele","Mariners","17","10","0","34","34","211.2","5.83","3.15","0.72",".302","68.8 %"," "," ","4.51","4.00"," ","4.3","34"
"2005","John Patterson","Nationals","9","7","0","31","31","198.1","8.39","2.95","0.86",".282","79.4 %","30.2 %","7.5 %","3.13","3.46","3.98","4.3","71"
"2002","Bartolo Colon","- - -","20","8","0","33","33","233.1","5.75","2.70","0.77",".274","78.3 %","46.4 %","8.1 %","2.93","3.73","4.07","4.3","375"
"2002","Roger Clemens","Yankees","13","6","0","29","29","180.0","9.60","3.15","0.90",".316","68.3 %","43.5 %","10.5 %","4.35","3.30","3.31","4.3","815"
"2005","Bartolo Colon","Angels","21","8","0","33","33","222.2","6.35","1.74","1.05",".279","74.8 %","41.2 %","9.6 %","3.48","3.75","3.91","4.3","375"
"2005","Carlos Zambrano","Cubs","14","6","0","33","33","223.1","8.14","3.47","0.85",".252","75.0 %","50.0 %","12.0 %","3.26","3.70","3.55","4.3","305"
"2006","Kevin Millwood","Rangers","16","12","0","34","34","215.0","6.57","2.22","0.96",".306","67.6 %","44.6 %","9.8 %","4.52","3.87","4.02","4.3","106"
"2000","Brad Radke","Twins","12","16","0","34","34","226.2","5.60","2.03","1.07",".310","70.9 %"," "," ","4.45","4.18"," ","4.3","748"
"2007","Chris Young","Padres","9","8","0","30","30","173.0","8.69","3.75","0.52",".241","71.6 %","29.1 %","4.1 %","3.12","3.43","4.44","4.3","3196"
"2003","Mark Redman","Marlins","14","9","0","29","29","190.2","7.13","2.88","0.76",".274","72.4 %","39.2 %","7.1 %","3.59","3.58","4.21","4.3","491"
"2004","Jeff Weaver","Dodgers","13","13","0","34","34","220.0","6.26","2.74","0.78",".293","72.1 %","40.0 %","7.0 %","4.01","3.89","4.51","4.2","503"
"2003","Brandon Webb","Diamondbacks","10","9","0","29","28","180.2","8.57","3.39","0.60",".264","76.4 %","63.9 %","15.4 %","2.84","3.34","3.10","4.2","1692"
"2008","Edinson Volquez","Reds","17","6","0","33","32","196.0","9.46","4.27","0.64",".299","75.5 %","46.3 %","8.0 %","3.21","3.60","3.84","4.2","3990"
"2009","Josh Beckett","Red Sox","17","6","0","32","32","212.1","8.43","2.33","1.06",".290","71.6 %","47.2 %","12.8 %","3.86","3.63","3.30","4.2","510"
"2001","Terry Adams","Dodgers","12","8","0","43","22","166.1","7.63","2.92","0.49",".325","67.0 %"," "," ","4.33","3.09"," ","4.2","946"
"2008","Jon Lester","Red Sox","16","6","0","33","33","210.1","6.50","2.82","0.60",".297","77.4 %","47.5 %","7.0 %","3.21","3.64","4.03","4.2","4930"
"2000","Kenny Rogers","Rangers","13","13","0","34","34","227.1","5.03","3.09","0.79",".311","69.2 %"," "," ","4.55","4.34"," ","4.2","1277"
"2001","Roy Oswalt","Astros","14","3","0","28","20","141.2","9.15","1.52","0.83",".291","78.4 %"," "," ","2.73","2.84"," ","4.2","571"
"2002","Matt Morris","Cardinals","17","9","0","32","32","210.1","7.32","2.74","0.68",".306","75.3 %","50.4 %","8.6 %","3.42","3.32","3.55","4.2","1172"
"2005","Josh Beckett","Marlins","15","8","0","29","29","178.2","8.36","2.92","0.71",".287","72.1 %","42.7 %","8.2 %","3.38","3.27","3.57","4.2","510"
"2002","Mark Redman","Tigers","8","15","0","30","30","203.0","4.83","2.26","0.67",".290","65.2 %","39.9 %","5.5 %","4.21","3.69","4.59","4.2","491"
"2008","Josh Beckett","Red Sox","12","10","0","27","27","174.1","8.88","1.76","0.93",".315","71.3 %","40.8 %","10.5 %","4.03","3.24","3.19","4.2","510"
"2001","Chan Ho Park","Dodgers","15","11","0","36","35","234.0","8.38","3.50","0.88",".254","74.9 %"," "," ","3.50","3.89"," ","4.2","1267"
"2008","Gil Meche","Royals","14","11","0","34","34","210.1","7.83","3.12","0.81",".303","71.5 %","39.2 %","7.9 %","3.98","3.61","3.94","4.2","1089"
"2004","Mark Buehrle","White Sox","16","10","0","35","35","245.1","6.05","1.87","1.21",".295","73.0 %","49.4 %","13.2 %","3.89","4.17","3.87","4.2","225"
"2003","Miguel Batista","Diamondbacks","10","9","0","36","29","193.1","6.61","2.79","0.61",".307","72.9 %","52.1 %","8.3 %","3.49","3.49","3.80","4.2","46"
"2003","Barry Zito","Athletics","14","12","0","35","35","231.2","5.67","3.42","0.74",".239","71.8 %","39.3 %","6.4 %","3.30","4.05","4.85","4.2","944"
"2004","Jake Peavy","Padres","15","6","0","27","27","166.1","9.36","2.87","0.70",".300","83.9 %","42.4 %","7.9 %","2.27","3.14","3.52","4.2","1051"
"2007","Johan Santana","Twins","15","13","0","33","33","219.0","9.66","2.14","1.36",".271","78.3 %","38.0 %","13.1 %","3.33","3.82","3.30","4.2","755"
"2006","Chris Capuano","Brewers","11","12","0","34","34","221.1","7.08","1.91","1.18",".295","72.4 %","39.9 %","10.5 %","4.03","4.04","4.08","4.2","1701"
"2004","Livan Hernandez","Expos","11","15","0","35","35","255.0","6.56","2.93","0.92",".278","76.4 %","45.8 %","9.9 %","3.60","4.01","4.15","4.2","1116"
"2003","Livan Hernandez","Expos","15","10","0","33","33","233.1","6.87","2.20","1.04",".285","78.7 %","45.4 %","12.2 %","3.20","3.87","3.75","4.2","1116"
"2008","Zack Greinke","Royals","13","10","0","32","32","202.1","8.14","2.49","0.93",".308","75.2 %","42.7 %","9.1 %","3.47","3.56","3.71","4.2","1943"
"2000","Chuck Finley","Indians","16","11","0","34","34","218.0","7.80","4.17","0.95",".303","73.1 %"," "," ","4.17","4.19"," ","4.1","384"
"2001","Kerry Wood","Cubs","12","6","0","28","28","174.1","11.20","4.75","0.83",".274","77.0 %"," "," ","3.36","3.51"," ","4.1","304"
"2001","Jeff Weaver","Tigers","13","16","0","33","33","229.1","5.97","2.67","0.75",".295","69.2 %"," "," ","4.08","3.87"," ","4.1","503"
"2002","Randy Wolf","Phillies","11","9","0","31","31","210.2","7.35","2.69","0.98",".253","78.7 %","40.0 %","9.6 %","3.20","3.75","3.90","4.1","976"
"2002","Brian Lawrence","Padres","12","12","0","35","31","210.0","6.39","2.23","0.69",".321","72.4 %","55.6 %","9.9 %","3.69","3.43","3.51","4.1","1045"
"2006","Kelvim Escobar","Angels","11","14","0","30","30","189.1","6.99","2.38","0.81",".306","68.9 %","44.7 %","8.1 %","3.61","3.62","4.00","4.1","1298"
"2005","Randy Johnson","Yankees","17","8","0","34","34","225.2","8.42","1.87","1.28",".283","74.1 %","44.9 %","13.1 %","3.79","3.78","3.43","4.1","60"
"2002","Mark Buehrle","White Sox","19","12","0","34","34","239.0","5.05","2.30","0.94",".277","74.7 %","46.6 %","10.3 %","3.58","4.00","4.05","4.1","225"
"2009","Wandy Rodriguez","Astros","14","12","0","33","33","205.2","8.45","2.76","0.92",".302","79.4 %","44.9 %","9.9 %","3.02","3.54","3.57","4.1","2586"
"2006","Ben Sheets","Brewers","6","7","0","17","17","106.0","9.85","0.93","0.76",".329","67.4 %","40.4 %","7.6 %","3.82","2.43","2.89","4.1","710"
"2000","Kevin Millwood","Braves","10","13","0","36","35","212.2","7.11","2.62","1.10",".290","67.5 %"," "," ","4.66","4.06"," ","4.1","106"
"2003","Josh Beckett","Marlins","9","8","0","24","23","142.0","9.63","3.55","0.57",".322","76.7 %","47.2 %","7.2 %","3.04","2.94","3.40","4.1","510"
"2000","Bartolo Colon","Indians","15","8","0","30","30","188.0","10.15","4.69","1.01",".301","76.0 %"," "," ","3.88","3.96"," ","4.1","375"
"2002","Jeff Weaver","- - -","11","11","2","32","25","199.2","5.95","2.16","0.72",".280","71.4 %","44.0 %","7.1 %","3.52","3.57","4.08","4.0","503"
"2001","Roy Halladay","Blue Jays","5","3","0","17","16","105.1","8.20","2.14","0.26",".306","69.0 %"," "," ","3.16","2.34"," ","4.0","1303"
"2004","Rich Harden","Athletics","11","7","0","31","31","189.2","7.92","3.84","0.76",".289","70.9 %","44.9 %","7.9 %","3.99","3.71","4.14","4.0","1772"
"2007","James Shields","Devil Rays","12","8","0","31","31","215.0","7.70","1.51","1.17",".282","71.8 %","43.4 %","11.1 %","3.85","3.86","3.65","4.0","7059"
"2000","Dave Burba","Indians","16","6","0","32","32","191.1","8.47","4.28","0.89",".324","72.7 %"," "," ","4.47","4.00"," ","4.0","1239"
"2009","Ricky Nolasco","Marlins","13","9","0","31","31","185.0","9.49","2.14","1.12",".317","61.0 %","38.3 %","11.0 %","5.06","3.35","3.23","4.0","3830"
"2009","Jair Jurrjens","Braves","14","10","0","34","34","215.0","6.36","3.14","0.63",".268","79.4 %","42.9 %","6.1 %","2.60","3.68","4.28","4.0","5556"
"2004","Kris Benson","- - -","12","12","0","31","31","200.1","6.02","2.74","0.67",".295","66.3 %","42.2 %","6.2 %","4.31","3.75","4.48","4.0","982"
"2007","Andy Pettitte","Yankees","15","9","0","36","34","215.1","5.89","2.88","0.67",".322","70.7 %","47.7 %","7.0 %","4.05","3.87","4.23","4.0","840"
"2003","Mark Buehrle","White Sox","14","14","0","35","35","230.1","4.65","2.38","0.86",".296","67.3 %","43.7 %","8.6 %","4.14","4.10","4.48","4.0","225"
"2006","Dave Bush","Brewers","12","11","0","34","32","210.0","7.11","1.63","1.11",".282","66.2 %","46.6 %","12.1 %","4.41","3.98","3.80","4.0","4635"
"2008","Ubaldo Jimenez","Rockies","12","12","0","34","34","198.2","7.79","4.67","0.50",".299","70.8 %","54.4 %","6.9 %","3.99","3.83","4.16","4.0","3374"
"2009","Jered Weaver","Angels","16","8","0","33","33","211.0","7.42","2.82","1.11",".278","76.2 %","30.9 %","8.3 %","3.75","4.04","4.40","4.0","4235"
"2005","Cliff Lee","Indians","18","5","0","32","32","202.0","6.37","2.32","0.98",".277","72.0 %","35.6 %","7.9 %","3.79","3.79","4.27","4.0","1636"
"2008","Ricky Nolasco","Marlins","15","8","0","34","32","212.1","7.88","1.78","1.19",".271","75.7 %","38.8 %","10.6 %","3.52","3.77","3.69","4.0","3830"
"2000","Darryl Kile","Cardinals","20","9","0","34","34","232.1","7.44","2.25","1.28",".274","73.8 %"," "," ","3.91","4.24"," ","4.0","1163"
"2007","Matt Cain","Giants","7","16","0","32","32","200.0","7.34","3.56","0.63",".278","72.9 %","39.4 %","5.5 %","3.65","3.78","4.47","3.9","4732"
"2009","Cole Hamels","Phillies","10","11","0","32","32","193.2","7.81","2.00","1.12",".317","72.1 %","40.4 %","10.7 %","4.32","3.72","3.63","3.9","4972"
"2006","Carlos Zambrano","Cubs","16","7","0","33","33","214.0","8.83","4.84","0.84",".252","75.6 %","46.9 %","10.0 %","3.41","4.14","4.24","3.9","305"
"2007","Jeff Francis","Rockies","17","9","0","34","34","215.1","6.90","2.63","1.04",".316","74.7 %","44.4 %","10.0 %","4.22","4.19","4.13","3.9","4684"
"2007","Cole Hamels","Phillies","15","5","0","28","28","183.1","8.69","2.11","1.23",".279","78.7 %","41.9 %","12.8 %","3.39","3.83","3.40","3.9","4972"
"2002","Greg Maddux","Braves","16","6","0","34","34","199.1","5.33","2.03","0.63",".282","78.8 %","56.4 %","9.0 %","2.62","3.43","3.59","3.9","104"
"2001","Al Leiter","Mets","11","11","0","29","29","187.1","6.82","2.21","0.86",".285","72.5 %"," "," ","3.31","3.58"," ","3.9","883"
"2000","Kris Benson","Pirates","10","12","0","32","32","217.2","7.61","3.56","0.99",".288","73.8 %"," "," ","3.85","4.20"," ","3.9","982"
"2007","Ted Lilly","Cubs","15","8","0","34","34","207.0","7.57","2.39","1.22",".261","74.1 %","33.7 %","9.7 %","3.83","4.16","4.16","3.9","833"
"2007","Greg Maddux","Padres","14","11","0","34","34","198.0","4.73","1.14","0.64",".304","68.9 %","51.5 %","7.1 %","4.14","3.58","3.90","3.9","104"
"2002","Jamie Moyer","Mariners","13","8","0","34","34","230.2","5.74","1.95","1.09",".244","77.1 %","36.3 %","9.2 %","3.32","4.03","4.28","3.9","1091"
"2003","Jamie Moyer","Mariners","21","7","0","33","33","215.0","5.40","2.76","0.80",".267","77.1 %","38.3 %","6.6 %","3.27","4.01","4.82","3.9","1091"
"2009","Gavin Floyd","White Sox","11","11","0","30","30","193.0","7.60","2.75","0.98",".284","69.7 %","44.3 %","11.2 %","4.06","3.77","3.64","3.9","3886"
"2000","Chan Ho Park","Dodgers","18","10","0","34","34","226.0","8.64","4.94","0.84",".258","77.6 %"," "," ","3.27","4.23"," ","3.9","1267"
"2001","Mark Buehrle","White Sox","16","8","0","32","32","221.1","5.12","1.95","0.98",".242","73.7 %"," "," ","3.29","4.08"," ","3.9","225"
"2000","Andy Pettitte","Yankees","19","9","0","32","32","204.2","5.50","3.52","0.75",".298","68.8 %"," "," ","4.35","4.22"," ","3.8","840"
"2003","Johan Santana","Twins","12","3","0","45","18","158.1","9.61","2.67","0.97",".270","79.0 %","28.2 %","8.5 %","3.07","3.24","3.69","3.8","755"
"2003","John Thomson","Rangers","13","14","0","35","35","217.0","5.64","2.03","1.12",".298","65.0 %","44.7 %","12.6 %","4.85","4.13","3.95","3.8","453"
"2008","Mark Buehrle","White Sox","15","12","0","34","34","218.2","5.76","2.14","0.91",".312","71.8 %","49.6 %","9.9 %","3.79","3.94","3.98","3.8","225"
"2002","Andy Pettitte","Yankees","13","5","0","22","22","134.2","6.48","2.14","0.40",".320","71.1 %","44.8 %","4.5 %","3.27","2.90","3.68","3.8","840"
"2002","Ben Sheets","Brewers","11","16","0","34","34","216.2","7.06","2.91","0.87",".326","73.7 %","46.3 %","10.8 %","4.15","3.76","3.75","3.8","710"
"2006","Aaron Cook","Rockies","9","15","0","32","32","212.2","3.89","2.33","0.72",".302","70.3 %","57.8 %","9.6 %","4.23","4.20","4.33","3.8","1571"
"2006","Chien-Ming Wang","Yankees","19","6","1","34","33","218.0","3.14","2.15","0.50",".292","72.2 %","62.8 %","7.8 %","3.63","3.91","4.19","3.8","2074"
"2002","Kerry Wood","Cubs","12","11","0","33","33","213.2","9.14","4.09","0.93",".271","75.6 %","34.8 %","9.3 %","3.66","3.86","4.05","3.8","304"
"2003","David Wells","Yankees","15","7","0","31","30","213.0","4.27","0.85","1.01",".297","71.5 %","43.0 %","10.0 %","4.14","3.94","4.11","3.8","855"
"2009","Ted Lilly","Cubs","12","9","0","27","27","177.0","7.68","1.83","1.12",".261","77.8 %","31.9 %","8.7 %","3.10","3.65","3.90","3.8","833"
"2004","Francisco Rodriguez","Angels","4","1","12","69","0","84.0","13.18","3.54","0.21",".278","77.9 %","43.7 %","3.1 %","1.82","1.64","2.43","3.8","1642"
"2003","Ben Sheets","Brewers","11","13","0","34","34","220.2","6.40","1.75","1.18",".292","66.1 %","44.4 %","11.6 %","4.45","3.98","3.93","3.8","710"
"2006","Jose Contreras","White Sox","13","9","0","30","30","196.0","6.15","2.53","0.92",".283","68.4 %","44.6 %","8.3 %","4.27","4.10","4.51","3.8","1660"
"2009","Carlos Zambrano","Cubs","9","7","0","28","28","169.1","8.08","4.15","0.53",".300","71.9 %","44.7 %","5.6 %","3.77","3.61","4.22","3.8","305"
"2008","Jair Jurrjens","Braves","13","10","0","31","31","188.1","6.64","3.35","0.53",".301","71.0 %","51.5 %","7.1 %","3.68","3.59","3.92","3.8","5556"
"2008","James Shields","Rays","14","8","0","33","33","215.0","6.70","1.67","1.00",".287","73.3 %","46.3 %","9.8 %","3.56","3.82","3.87","3.8","7059"
"2002","Mark Mulder","Athletics","19","7","0","30","30","207.1","6.90","2.39","0.91",".261","73.2 %","50.2 %","11.2 %","3.47","3.70","3.63","3.7","932"
"2005","Ben Sheets","Brewers","10","9","0","22","22","156.2","8.10","1.44","1.09",".276","72.3 %","36.7 %","10.1 %","3.33","3.31","3.40","3.7","710"
"2005","Roy Halladay","Blue Jays","12","4","0","19","19","141.2","6.86","1.14","0.70",".262","81.5 %","60.9 %","12.4 %","2.41","3.03","2.89","3.7","1303"
"2007","Adam Wainwright","Cardinals","14","12","0","32","32","202.0","6.06","3.12","0.58",".304","72.6 %","48.2 %","5.8 %","3.70","3.90","4.45","3.7","2233"
"2001","Bartolo Colon","Indians","14","12","0","34","34","222.1","8.14","3.64","1.05",".309","74.8 %"," "," ","4.09","4.00"," ","3.7","375"
"2008","Andy Pettitte","Yankees","14","14","0","33","33","204.0","6.97","2.43","0.84",".333","68.2 %","51.5 %","10.3 %","4.54","3.71","3.68","3.7","840"
"2005","Tom Glavine","Mets","13","13","0","33","33","211.1","4.47","2.60","0.51",".299","74.0 %","47.0 %","5.6 %","3.53","3.67","4.33","3.7","90"
"2007","Chien-Ming Wang","Yankees","19","7","0","30","30","199.1","4.70","2.66","0.41",".295","71.8 %","58.4 %","6.0 %","3.70","3.79","4.15","3.7","2074"
"2006","Francisco Liriano","Twins","12","3","1","28","16","121.0","10.71","2.38","0.67",".279","83.2 %","55.3 %","13.2 %","2.16","2.55","2.38","3.7","3201"
"2004","Brad Lidge","Astros","6","5","29","80","0","94.2","14.93","2.85","0.76",".292","88.0 %","32.2 %","10.0 %","1.90","1.97","2.07","3.7","563"
"2008","Roy Oswalt","Astros","17","10","0","32","32","208.2","7.12","2.03","0.99",".285","74.6 %","50.3 %","12.7 %","3.54","3.80","3.51","3.7","571"
"2007","Gil Meche","Royals","9","13","0","34","34","216.0","6.50","2.58","0.92",".296","73.4 %","46.8 %","9.2 %","3.67","4.02","4.09","3.7","1089"
"2006","Dan Haren","Athletics","14","13","0","34","34","223.0","7.10","1.82","1.25",".289","72.2 %","45.2 %","12.5 %","4.12","4.12","3.87","3.7","1757"
"2005","Freddy Garcia","White Sox","14","8","0","33","33","228.0","5.76","2.37","1.03",".281","73.9 %","48.8 %","11.8 %","3.87","4.05","3.91","3.7","1077"
"2005","CC Sabathia","Indians","15","10","0","31","31","196.2","7.37","2.84","0.87",".289","71.2 %","49.5 %","10.6 %","4.03","3.69","3.69","3.7","404"
"2005","Doug Davis","Brewers","11","11","0","35","35","222.2","8.41","3.76","1.05",".276","74.1 %","43.9 %","11.9 %","3.84","3.98","3.82","3.7","1244"
"2009","Ryan Dempster","Cubs","11","9","0","31","31","200.0","7.74","2.93","0.99",".302","73.2 %","47.2 %","11.0 %","3.65","3.87","3.76","3.7","517"
"2006","Jason Schmidt","Giants","11","9","0","32","32","213.1","7.59","3.38","0.89",".277","73.7 %","37.4 %","7.9 %","3.59","3.95","4.42","3.7","1131"
"2008","Randy Johnson","Diamondbacks","11","10","0","30","30","184.0","8.46","2.15","1.17",".301","70.9 %","40.2 %","10.8 %","3.91","3.76","3.66","3.7","60"
"2003","Tim Wakefield","Red Sox","11","7","1","35","33","202.1","7.52","3.16","1.02",".285","69.7 %","40.3 %","9.7 %","4.09","4.07","4.31","3.7","219"
"2006","Jake Westbrook","Indians","15","10","0","32","32","211.1","4.64","2.34","0.64",".322","70.2 %","60.8 %","9.5 %","4.17","3.88","4.00","3.7","412"
"2006","Matt Cain","Giants","13","12","0","32","31","190.2","8.45","4.11","0.85",".263","69.8 %","35.6 %","7.1 %","4.15","3.96","4.59","3.7","4732"
"2002","Vicente Padilla","Phillies","14","11","0","32","32","206.0","5.59","2.32","0.70",".280","75.1 %","53.0 %","9.1 %","3.28","3.72","3.89","3.6","964"
"2006","Jeff Francis","Rockies","13","11","0","32","32","199.0","5.29","3.12","0.81",".270","68.9 %","44.7 %","7.9 %","4.16","4.38","4.83","3.6","4684"
"2006","Scott Kazmir","Devil Rays","10","8","0","24","24","144.2","10.14","3.24","0.93",".310","77.0 %","42.0 %","9.9 %","3.24","3.36","3.48","3.6","4897"
"2009","Scott Baker","Twins","15","9","0","33","33","200.0","7.29","2.16","1.26",".276","70.5 %","33.4 %","9.7 %","4.37","4.08","4.15","3.6","6176"
"2008","Hiroki Kuroda","Dodgers","9","10","0","31","31","183.1","5.69","2.06","0.64",".281","68.5 %","51.3 %","7.6 %","3.73","3.59","3.89","3.6","3283"
"2000","Roger Clemens","Yankees","13","8","0","32","32","204.1","8.28","3.70","1.15",".277","75.3 %"," "," ","3.70","4.33"," ","3.6","815"
"2008","Jake Peavy","Padres","10","11","0","27","27","173.2","8.60","3.06","0.88",".279","82.2 %","41.2 %","9.7 %","2.85","3.60","3.65","3.6","1051"
"2002","Eric Gagne","Dodgers","4","1","52","77","0","82.1","12.46","1.75","0.66",".278","85.1 %","35.6 %","7.5 %","1.97","1.80","2.19","3.6","650"
"2004","Jon Lieber","Yankees","14","8","0","27","27","176.2","5.20","0.92","1.02",".323","67.8 %","48.2 %","9.6 %","4.33","3.71","3.91","3.6","287"
"2005","Josh Towers","Blue Jays","13","12","0","33","33","208.2","4.83","1.25","1.04",".302","71.7 %","43.8 %","9.1 %","3.71","3.94","4.19","3.6","1489"
